Subject Code,Main Data,Secondary Data,Finger Counting Data,Exclude Data,Reason,Other comments,Node
Ansari_Participant_055,ansari_participant_055_data.mat,NA,ansari_participant_055_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_056,ansari_participant_056_data.mat,NA,ansari_participant_056_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_057,ansari_participant_057_data.mat,NA,ansari_participant_057_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_058,ansari_participant_058_data.mat,NA,ansari_participant_058_fingercounting.mat,FALSE,NA,Error rate >5%,kwg95
Ansari_Participant_059,ansari_participant_059_data.mat,NA,ansari_participant_059_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_060,ansari_participant_060_data.mat,NA,ansari_participant_060_fingercounting.mat,FALSE,NA,Error rate >5%,kwg95
Ansari_Participant_061,ansari_participant_061_data.mat,NA,ansari_participant_061_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_062,ansari_participant_062_data.mat,NA,ansari_participant_062_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_063,ansari_participant_063_data.mat,NA,ansari_participant_063_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_064,ansari_participant_064_data.mat,NA,ansari_participant_064_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_065,ansari_participant_065_data.mat,NA,ansari_participant_065_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_066,ansari_participant_066_data.mat,NA,ansari_participant_066_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_067,ansari_participant_067_data.mat,NA,ansari_participant_067_fingercounting.mat,FALSE,NA,n/a,kwg95
Ansari_Participant_068,ansari_participant_068_data.mat,NA,ansari_participant_068_fingercounting.mat,FALSE,NA,n/a,kwg95
