Subject Code,Main Data,Secondary Data,Finger Counting Data,Exclude Data,Reason,Other comments,Node
Hancock_Participant45_05052017,hancock_participant45_05052017_data.mat,NA,hancock_participant45_05052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant46_05052017,hancock_participant46_05052017_data.mat,NA,hancock_participant46_05052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant47_05052017,hancock_participant47_05052017_data.mat,NA,hancock_participant47_05052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant48_08052017,hancock_participant48_08052017_data.mat,NA,hancock_participant48_08052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant49_08052017,hancock_participant49_08052017_data.mat,NA,hancock_participant49_08052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant50_08052017,hancock_participant50_08052017_data.mat,NA,hancock_participant50_08052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant51_08052017,hancock_participant51_08052017_data.mat,NA,hancock_participant51_08052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant52_08052017,hancock_participant52_08052017_data.mat,NA,hancock_participant52_08052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant53_09052017,hancock_participant53_09052017_data.mat,NA,hancock_participant53_09052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant54_09052017,hancock_participant54_09052017_data.mat,NA,hancock_participant54_09052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant55_09052017,hancock_participant55_09052017_data.mat,NA,hancock_participant55_09052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant56_10052017,hancock_participant56_10052017_data.mat,NA,hancock_participant56_10052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant57_10052017,hancock_participant57_10052017_data.mat,NA,hancock_participant57_10052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant58_10052017,hancock_participant58_10052017_data.mat,NA,hancock_participant58_10052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant59_10052017,hancock_participant59_10052017_data.mat,NA,hancock_participant59_10052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant60_11052017,hancock_participant60_11052017_data.mat,NA,hancock_participant60_11052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant61_11052017,hancock_participant61_11052017_data.mat,NA,hancock_participant61_11052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant62_11052017,hancock_participant62_11052017_data.mat,NA,hancock_participant62_11052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant63_11052017,hancock_participant63_11052017_data.mat,NA,hancock_participant63_11052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant64_11052017,hancock_participant64_11052017_data.mat,NA,hancock_participant64_11052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant65_12052017,hancock_participant65_12052017_data.mat,NA,hancock_participant65_12052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant66_12052017,hancock_participant66_12052017_data.mat,NA,hancock_participant66_12052017_fingercounting.mat,FALSE,NA,NA,2t9re
Hancock_Participant67_12052017,hancock_participant67_12052017_data.mat,NA,hancock_participant67_12052017_fingercounting.mat,FALSE,NA,NA,2t9re
